"idVotacao";"uriVotacao";"data";"descricao";"proposicao_id";"proposicao_uri";"proposicao_titulo";"proposicao_ementa";"proposicao_codTipo";"proposicao_siglaTipo";"proposicao_numero";"proposicao_ano"
"103453-26";"https://dadosabertos.camara.leg.br/api/v2/votacoes/103453-26";"2019-12-16";"Aprovado o Parecer, apresentou voto em separado o Deputado Aloysio Nunes Ferreira.";"103453";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/103453";"PDC 2894/2003";"Aprova o ato que autoriza a Associação Comunitária de Comunicação de Barretos  a executar, pelo prazo de três anos, sem direito de exclusividade, serviço de radiodifusão comunitária na cidade de Barretos, Estado de São Paulo.";"396";"PDC";"2894";"2003"
"1049363-28";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1049363-28";"2019-12-10";"Aprovado por Unanimidade o Parecer.";"1049363";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1049363";"PLP 33/2015";"Altera a Lista de serviços anexa à Lei Complementar n.º 116, de 2003, que relaciona atividades sujeitas ao Imposto sobre Serviços de qualquer natureza - ISS";"140";"PLP";"33";"2015"
"111567-182";"https://dadosabertos.camara.leg.br/api/v2/votacoes/111567-182";"2019-06-06";"Aprovado o Parecer.";"111567";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/111567";"PL 757/2003";"Proíbe as prestadoras dos serviços móvel celular e móvel pessoal de utilizarem o serviço de mensagem para a veiculação de propaganda comercial.";"139";"PL";"757";"2003"
"116865-75";"https://dadosabertos.camara.leg.br/api/v2/votacoes/116865-75";"2019-06-25";"Aprovada a Redação Final.";"116865";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/116865";"PL 1077/2003";"Dispõe sobre conteúdos curriculares da formação do Pedagogo para atuar junto a estudantes  com restrição de locomoção.";"139";"PL";"1077";"2003"
"117968-117";"https://dadosabertos.camara.leg.br/api/v2/votacoes/117968-117";"2019-10-10";"Aprovado o Parecer.";"117968";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/117968";"PL 1153/2003";"Acrescenta inciso ao art. 44 da Lei nº 9.394, de 20 de dezembro de 1996.";"139";"PL";"1153";"2003"
"118275-98";"https://dadosabertos.camara.leg.br/api/v2/votacoes/118275-98";"2019-06-05";"Deferido o Requerimento n. 1499/2019, conforme despacho do seguinte teor: ""Defiro a retirada do Requerimento n. 1.468/2019, nos termos do art. 104, caput, c/c o art. 114, V, do Regimento Interno da Câmara dos Deputados. Publique-se. Arquive-se. """;"118275";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/118275";"PL 1184/2003";"Dispõe sobre a Reprodução Assistida.";"139";"PL";"1184";"2003"
"1188017-60";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1188017-60";"2019-12-11";"Aprovado o Parecer.";"1188017";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1188017";"PL 924/2015";"Obriga a instalação de detectores de metais na portaria de estádios e ginásios.";"139";"PL";"924";"2015"
"1191094-107";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1191094-107";"2019-08-14";"Aprovado o Parecer.";"1191094";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1191094";"PL 947/2015";"Institui o Dia 25 de maio como o Dia Nacional do Desporto Escolar.";"139";"PL";"947";"2015"
"1191094-122";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1191094-122";"2019-09-19";"Aprovada a Redação Final.";"1191094";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1191094";"PL 947/2015";"Institui o Dia 25 de maio como o Dia Nacional do Desporto Escolar.";"139";"PL";"947";"2015"
"1194685-52";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1194685-52";"2019-08-21";"Aprovado por Unanimidade o Parecer.";"1194685";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1194685";"PL 967/2015";"Dispõe sobre a proibição de uso de modelos mulheres para divulgação de propagandas de lingerie e afins em vias públicas, bem como em mídias visuais como TV, Jornais impressos e similares.";"139";"PL";"967";"2015"
"1197728-36";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1197728-36";"2019-10-23";"Aprovado por Unanimidade o Parecer.";"1197728";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1197728";"PLP 46/2015";"Acrescenta dispositivos à Lei de Responsabilidade Fiscal, para estabelecer a obrigatoriedade de um Anexo de Metas destinadas a Crianças e Adolescentes.";"140";"PLP";"46";"2015"
"1198512-169";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1198512-169";"2019-05-14";"Aprovado requerimento n. 3/2019 da Sra. Professora Rosa Neide que requer a realização de Audiência Pública para discutir o Fundeb Permanente. Convidados: Representação do Ministério da Educação; Representação do Conselho Nacional de Secretários de Educação - Consed; Representação da União Nacional dos Dirigentes Municipais de Educação -Undime; Representação da Confederação Nacional dos Trabalhadores em Educação - CNTE e Representação da Associação Nacional de Pós-Graduação e Pesquisa em Educação - Anped.";"1198512";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1198512";"PEC 15/2015";"Insere parágrafo único no art. 193; inciso IX, no art. 206 e art. 212-A, todos na Constituição Federal, de forma a tornar o Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - Fundeb instrumento permanente de financiamento da educação básica pública, incluir o planejamento na ordem social e inserir  novo princípio no rol daqueles  com base nos quais a educação será ministrada, e revoga o art. 60 do Ato das Disposições Constitucionais Transitórias.

NOVA EMENTA: Altera a Constituição Federal para estabelecer critérios de distribuição da cota municipal do Imposto Sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação  (ICMS), para disciplinar a disponibilização de dados contábeis pelos entes federados, para tratar do planejamento na ordem social e para dispor sobre o Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação (Fundeb); altera o Ato das Disposições Constitucionais Transitórias; e dá outras providências";"136";"PEC";"15";"2015"
"1202989-51";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1202989-51";"2019-12-04";"Aprovado o Parecer.";"1202989";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1202989";"PL 1112/2015";"Altera a Lei nº 11.438, de 29 de dezembro de 2006, para acrescentar vedações na utilização dos recursos oriundos dos incentivos previstos nesta Lei.";"139";"PL";"1112";"2015"
"120877-113";"https://dadosabertos.camara.leg.br/api/v2/votacoes/120877-113";"2019-09-04";"Aprovado o Relatório Final.";"120877";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/120877";"PFC 14/2003";"Propõe que a Comissão de Fiscalização Financeira e Controle realize ato de fiscalização e controle, por meio do TCU, sobre os atos praticados pela Prefeitura Municipal de Porto de Moz / PA.";"138";"PFC";"14";"2003"
"1212501-65";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1212501-65";"2019-04-03";"Aprovado o Parecer.";"1212501";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1212501";"PL 1172/2015";"Dispõe sobre a obrigatoriedade da cirurgia reparadora de lábio leporino ou fenda palatina no Sistema Único de Saúde (SUS) e nos conveniados e dá outras providências.";"139";"PL";"1172";"2015"
"1212501-80";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1212501-80";"2019-05-28";"Aprovada a Redação Final.";"1212501";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1212501";"PL 1172/2015";"Dispõe sobre a obrigatoriedade da cirurgia reparadora de lábio leporino ou fenda palatina no Sistema Único de Saúde (SUS) e nos conveniados e dá outras providências.";"139";"PL";"1172";"2015"
"1212641-50";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1212641-50";"2019-03-27";"Aprovada a Redação Final.";"1212641";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1212641";"PL 1191/2015";"Confere ao Município de Sant'' Ana do Livramento, no Estado do Rio Grande do Sul, o título de Capital Nacional da Ovelha.";"139";"PL";"1191";"2015"
"1212646-24";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1212646-24";"2019-07-03";"Aprovado o Parecer.";"1212646";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1212646";"PDC 39/2015";"Aprova o ato que autoriza a Associação Comunitária Vicentina a executar, pelo prazo de dez anos, sem direito de exclusividade, serviço de radiodifusão comunitária no Município de Vicentina, Estado do Mato Grosso do Sul.";"396";"PDC";"39";"2015"
"1212646-39";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1212646-39";"2019-08-13";"Aprovada a Redação Final.";"1212646";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1212646";"PDC 39/2015";"Aprova o ato que autoriza a Associação Comunitária Vicentina a executar, pelo prazo de dez anos, sem direito de exclusividade, serviço de radiodifusão comunitária no Município de Vicentina, Estado do Mato Grosso do Sul.";"396";"PDC";"39";"2015"
"1215345-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1215345-68";"2019-07-03";"Aprovado o Parecer.";"1215345";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1215345";"PL 1249/2015";"Dispõe sobre a isenção de tributos federais incidentes sobre a parcela da fatura de energia elétrica cobrada a título de bandeira tarifária";"139";"PL";"1249";"2015"
"1215345-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1215345-83";"2019-08-13";"Aprovada a Redação Final.";"1215345";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1215345";"PL 1249/2015";"Dispõe sobre a isenção de tributos federais incidentes sobre a parcela da fatura de energia elétrica cobrada a título de bandeira tarifária";"139";"PL";"1249";"2015"
"1227904-38";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1227904-38";"2019-10-30";"Aprovado o Relatório Prévio.";"1227904";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1227904";"PFC 19/2015";"Propõe que a Comissão de Fiscalização Financeira e Controle, com auxílio do Tribunal de Contas da União e Ministério Público Federal, realize ato de auditoria contábil, financeira, orçamentária e operacional ao Ministério da Fazenda, a Receita Federal do Brasil e o Conselho Administrativo de Recursos Fiscais (Carf).";"138";"PFC";"19";"2015"
"1227906-71";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1227906-71";"2019-09-04";"Aprovado o Relatório Final.";"1227906";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1227906";"PFC 20/2015";"Propõe que a Comissão de Fiscalização Financeira e Controle, com auxílio do Tribunal de Contas da União e a Controladoria Geral da União, realize ato de fiscalização e controle sobre a aplicação de todos os recursos repassados pelo Governo Federal, para o Município de Mangaratiba, no Estado do Rio de Janeiro, no âmbito de todos os ministérios, desde 2013 até a presente data.";"138";"PFC";"20";"2015"
"1227971-45";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1227971-45";"2019-09-18";"Aprovado o Relatório Final.";"1227971";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1227971";"PFC 23/2015";"Propõe que a Comissão de Segurança Pública e Combate ao Crime Organizado realize, com o auxílio do Tribunal de Contas da União, auditoria de natureza operacional sobre os procedimentos de segurança adotados pelas usinas nucleares instaladas em território brasileiro.";"138";"PFC";"23";"2015"
"1228516-61";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1228516-61";"2019-12-04";"Aprovado por Unanimidade o Parecer.";"1228516";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1228516";"PL 1350/2015";"Concede anistia aos empregados e aos servidores públicos civis do Arsenal de Marinha do Rio de Janeiro, demitidos no período compreendido entre dezembro de 1985 e dezembro de 1986, em razão de haverem participado de movimentos reivindicatórios.";"139";"PL";"1350";"2015"
"1228633-110";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1228633-110";"2019-08-13";"Aprovada a Redação Final.";"1228633";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1228633";"PL 1355/2015";"Acrescenta o inciso XXVI ao artigo 10 da Lei 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro.";"139";"PL";"1355";"2015"
"1228633-95";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1228633-95";"2019-06-06";"Aprovado o Parecer.";"1228633";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1228633";"PL 1355/2015";"Acrescenta o inciso XXVI ao artigo 10 da Lei 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro.";"139";"PL";"1355";"2015"
"1229623-40";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1229623-40";"2019-08-14";"Aprovado por Unanimidade o Parecer.";"1229623";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1229623";"PL 1392/2015";"Declara a cidade de Ilhéus, no Estado da Bahia, Capital Nacional do Cacau.";"139";"PL";"1392";"2015"
"1230242-76";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1230242-76";"2019-08-14";"Aprovado por Unanimidade o Parecer.";"1230242";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1230242";"PL 1447/2015";"Dispõe sobre o protagonismo juvenil.";"139";"PL";"1447";"2015"
"1230326-60";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1230326-60";"2019-09-18";"Aprovado por Unanimidade o Parecer.";"1230326";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1230326";"PL 1458/2015";"""Dispõe sobre a obrigatoriedade de instalação de circuito interno de câmera de vídeo, como equipamento obrigatório de segurança em aeronaves pertencentes às empresas brasileiras de aviação comercial e dá outras providências"".";"139";"PL";"1458";"2015"
"1230386-29";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1230386-29";"2019-10-01";"Aprovado o Requerimento de Retirada de Pauta.";"1230386";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1230386";"PL 1462/2015";"Altera a Lei nº 4.737, de 15 de julho de 1965 (Código Eleitoral), e a Lei nº 9.504, de 30 de setembro de 1997, para instituir o sistema eleitoral majoritário nas eleições para as Câmaras Municipais nos Municípios com mais de 200.000 (duzentos mil) eleitores.";"139";"PL";"1462";"2015"
"125811-207";"https://dadosabertos.camara.leg.br/api/v2/votacoes/125811-207";"2019-08-20";"Aprovado o Parecer, contra os votos dos Deputados Hiran Gonçalves, Pedro Westphalen e Dr. Frederico.";"125811";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/125811";"PL 1549/2003";"Disciplina o exercício profissional de Acupuntura e determina outras providências.";"139";"PL";"1549";"2003"
"125811-220";"https://dadosabertos.camara.leg.br/api/v2/votacoes/125811-220";"2019-09-25";"Despacho exarado no Requerimento n. 2430/2019, conforme o seguinte teor: ""Retirado o Recurso n. 38/2019, em face do deferimento do Requerimento n. 2430/2019, nos termos do artigo 104, caput e § 2º, c/c o art. 114, VII, do RICD.""";"125811";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/125811";"PL 1549/2003";"Disciplina o exercício profissional de Acupuntura e determina outras providências.";"139";"PL";"1549";"2003"
"125811-229";"https://dadosabertos.camara.leg.br/api/v2/votacoes/125811-229";"2019-10-24";"Aprovada a Redação Final.";"125811";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/125811";"PL 1549/2003";"Disciplina o exercício profissional de Acupuntura e determina outras providências.";"139";"PL";"1549";"2003"
"1266575-85";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1266575-85";"2019-08-14";"Aprovado o Parecer.";"1266575";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1266575";"PL 1510/2015";"Proíbe o repasse ao consumidor de qualquer valor a título de corretagem.";"139";"PL";"1510";"2015"
"1266576-53";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1266576-53";"2019-06-18";"Aprovado o Parecer.";"1266576";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1266576";"PL 1511/2015";"Acrescenta o inciso IX ao art. 200 do Decreto-lei nº 5.452, de 1º de maio de 1943, com o fito de atrubuir medida especial de proteção ao trabalho realizado em arquivos, bibliotecas, museus e centros de documentação e memória.";"139";"PL";"1511";"2015"
"1266576-68";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1266576-68";"2019-08-13";"Aprovada a Redação Final.";"1266576";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1266576";"PL 1511/2015";"Acrescenta o inciso IX ao art. 200 do Decreto-lei nº 5.452, de 1º de maio de 1943, com o fito de atrubuir medida especial de proteção ao trabalho realizado em arquivos, bibliotecas, museus e centros de documentação e memória.";"139";"PL";"1511";"2015"
"1278751-77";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1278751-77";"2019-08-21";"Aprovado por Unanimidade o Parecer.";"1278751";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1278751";"PL 1534/2015";"Determina a instalação de fraldários nos banheiros de uso público masculinos.";"139";"PL";"1534";"2015"
"1278807-52";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1278807-52";"2019-10-02";"Aprovado por Unanimidade o Parecer.";"1278807";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1278807";"PL 1539/2015";"Estabelece a obrigatoriedade de realização de Análise de Impacto Regulatório - AIR pelas Agências Reguladoras no âmbito da Administração Federal.";"139";"PL";"1539";"2015"
"1279062-74";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1279062-74";"2019-03-27";"Aprovada a Redação Final.";"1279062";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1279062";"PL 1559/2015";"Altera o art. 15 da Lei  4.502 de 30 de novembro de 1.964 com o objetivo de conceituar ""praça"" para os fins que especifica.";"139";"PL";"1559";"2015"
"1279137-50";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1279137-50";"2019-12-04";"Aprovado o Parecer por unanimidade.";"1279137";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1279137";"PL 1567/2015";"Altera a Lei nº 9.503, de 1997, que institui o Código de Trânsito Brasileiro, para proibir a circulação de veículos nas praias situadas em unidade de conservação.";"139";"PL";"1567";"2015"
"1279356-110";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1279356-110";"2019-06-26";"Aprovado o Parecer, contra os votos dos Deputados Tiago Mitraud, Lucas Gonzalez, Luiz Philippe de Orleans e Bragança e Kim Kataguiri, apresentou voto em separado o Deputado Sanderson.";"1279356";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1279356";"PL 1579/2015";"Regulamenta o artigo 239, §4º da Constituição Federal de 1988, ao criar critério suplementar de financiamento do seguro-desemprego a partir da cobrança de percentual adicional sobre alíquota de contribuição para o Programa de Integração Social (PIS), criado pela Lei Complementar nº 7, de 7 de setembro de 1970, e para o Programa de Formação do Patrimônio do Servidor Público (PASEP), criado pela Lei Complementar nº 8, de 3 de dezembro de 1970, dos sujeitos passivos cujos índices de rotatividade da força de trabalho supere o índice médio da rotatividade do respectivo setor econômico na Unidade da Federação.";"139";"PL";"1579";"2015"
"1279748-40";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1279748-40";"2019-08-13";"Aprovado o Parecer.";"1279748";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1279748";"PL 1620/2015";"Altera a Lei nº 10.633, de 27 de dezembro de 2002, que ""Institui o Fundo Constitucional do Distrito Federal - FCDF, para atender o disposto no inciso XIV do art. 21 da Constituição Federal"".";"139";"PL";"1620";"2015"
"1279748-55";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1279748-55";"2019-09-19";"Aprovada a Redação Final.";"1279748";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1279748";"PL 1620/2015";"Altera a Lei nº 10.633, de 27 de dezembro de 2002, que ""Institui o Fundo Constitucional do Distrito Federal - FCDF, para atender o disposto no inciso XIV do art. 21 da Constituição Federal"".";"139";"PL";"1620";"2015"
"1279995-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1279995-46";"2019-12-10";"Aprovado o Parecer.";"1279995";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1279995";"PEC 48/2015";"Acrescenta dispositivos aos arts. 159 e 198 da Constituição Federal, para determinar que a União entregue aos Municípios parte da arrecadação das contribuições sociais sobre a receita ou o faturamento e sobre o lucro, para aplicação em ações e serviços públicos de saúde.";"136";"PEC";"48";"2015"
"1280152-38";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1280152-38";"2019-03-12";"Deferido o Requerimento n. 655/2019, conforme despacho do seguinte teor: ""Defiro a retirada do Requerimento n. 152/2019, nos termos do art. 104, caput, c/c o art. 114, V, do Regimento Interno da Câmara dos Deputados. Publique-se"".";"1280152";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1280152";"PEC 49/2015";"Altera o § 2º do art. 155 da Constituição Federal e inclui o art. 99 no Ato das Disposições Constitucionais Transitórias, para estabelecer a incidência do imposto sobre operações relativas à circulação de mercadorias e sobre prestações de serviços de transporte interestadual e intermunicipal e de comunicação nas operações interestaduais com energia elétrica.";"136";"PEC";"49";"2015"
"1280242-21";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1280242-21";"2019-06-17";"Aprovado o Parecer.";"1280242";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1280242";"PDC 98/2015";"Aprova o ato que renova a concessão outorgada à Nassau Editora Rádio e Televisão Ltda para explorar serviço de radiodifusão de sons e imagens, no Município de Vitória, Estado do Espírito Santo.";"396";"PDC";"98";"2015"
"1280242-35";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1280242-35";"2019-08-13";"Aprovada a Redação Final.";"1280242";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1280242";"PDC 98/2015";"Aprova o ato que renova a concessão outorgada à Nassau Editora Rádio e Televisão Ltda para explorar serviço de radiodifusão de sons e imagens, no Município de Vitória, Estado do Espírito Santo.";"396";"PDC";"98";"2015"
"1295753-49";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1295753-49";"2019-11-06";"Aprovado o Parecer contra os votos dos Deputados Luiza Erundina e Gervásio Maia.";"1295753";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1295753";"PL 1677/2015";"Dispõe sobre a destinação às mídias regionais de parcela dos recursos aplicados na contratação de publicidade institucional ou comercial pelos Órgãos, Entidades, Empresas Públicas e Sociedades de Economia Mista das três esferas de governo.";"139";"PL";"1677";"2015"
"1299572-109";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1299572-109";"2019-08-21";"Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 2194/2019.";"1299572";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1299572";"PL 3820/2019 (Nº Anterior: PL 1710/2015)";"Dispõe sobre a política de desenvolvimento e apoio às atividades das mulheres marisqueiras.";"139";"PL";"3820";"2019"
"1299572-110";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1299572-110";"2019-08-21";"Aprovado requerimento do Líderes que com base no art. 155 do Regimento Interno, requeremos regime de urgência para a apreciação do PL 3820/2019 (Nº Anterior: PL 1710/2015)";"1299572";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1299572";"PL 3820/2019 (Nº Anterior: PL 1710/2015)";"Dispõe sobre a política de desenvolvimento e apoio às atividades das mulheres marisqueiras.";"139";"PL";"3820";"2019"
"1299572-119";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1299572-119";"2019-09-11";"Aprovado por Unanimidade o Parecer.";"1299572";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1299572";"PL 3820/2019 (Nº Anterior: PL 1710/2015)";"Dispõe sobre a política de desenvolvimento e apoio às atividades das mulheres marisqueiras.";"139";"PL";"3820";"2019"
"1299572-144";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1299572-144";"2019-10-17";"Aprovada a Redação Final assinada pela Relatora, Dep. Tereza Nelma (PSDB-AL).";"1299572";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1299572";"PL 3820/2019 (Nº Anterior: PL 1710/2015)";"Dispõe sobre a política de desenvolvimento e apoio às atividades das mulheres marisqueiras.";"139";"PL";"3820";"2019"
"1299572-147";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1299572-147";"2019-10-17";"Aprovado o Substitutivo do Senado Federal ao Projeto de Lei 3.820, de 2019, na parte em que suprime o art. 5º do texto da Câmara dos Deputados.";"1299572";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1299572";"PL 3820/2019 (Nº Anterior: PL 1710/2015)";"Dispõe sobre a política de desenvolvimento e apoio às atividades das mulheres marisqueiras.";"139";"PL";"3820";"2019"
"1299572-148";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1299572-148";"2019-10-17";"Rejeitado o Substitutivo do Senado Federal ao Projeto de Lei 3.820, de 2019, com exceção da supressão do art. 5º do texto da Câmara dos Deputados.";"1299572";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1299572";"PL 3820/2019 (Nº Anterior: PL 1710/2015)";"Dispõe sobre a política de desenvolvimento e apoio às atividades das mulheres marisqueiras.";"139";"PL";"3820";"2019"
"1299574-51";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1299574-51";"2019-12-16";"Aprovado o Parecer.";"1299574";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1299574";"PL 1711/2015";"Declara a cidade de Venda Nova do Imigrante, no Estado do Espírito Santo, Capital Nacional do Agroturismo.";"139";"PL";"1711";"2015"
"1299716-38";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1299716-38";"2019-06-04";"Aprovado o Parecer.";"1299716";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1299716";"PDC 101/2015";"Aprova o texto do Acordo de Cooperação Técnica entre o Governo da República Federativa do Brasil e a Comunidade do Caribe (CARICOM), assinado em Brasília, em 26 de abril de 2010.";"397";"PDC";"101";"2015"
"1299716-52";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1299716-52";"2019-09-12";"Aprovado o Projeto de Decreto Legislativo nº 101, de 2015.";"1299716";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1299716";"PDC 101/2015";"Aprova o texto do Acordo de Cooperação Técnica entre o Governo da República Federativa do Brasil e a Comunidade do Caribe (CARICOM), assinado em Brasília, em 26 de abril de 2010.";"397";"PDC";"101";"2015"
"1299716-54";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1299716-54";"2019-09-12";"Aprovada a Redação Final assinada pelo Relator, Dep. Eduardo Cury (PSDB-SP).";"1299716";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1299716";"PDC 101/2015";"Aprova o texto do Acordo de Cooperação Técnica entre o Governo da República Federativa do Brasil e a Comunidade do Caribe (CARICOM), assinado em Brasília, em 26 de abril de 2010.";"397";"PDC";"101";"2015"
"1299740-83";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1299740-83";"2019-05-14";"Aprovada a Redação Final.";"1299740";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1299740";"PL 1724/2015";"Altera a lei nº 11.930, de 22 de abril de 2009, que Institui a Semana de Mobilização Nacional para Doação de Medula Óssea, para regular a atualização dos cadastros dos doadores.";"139";"PL";"1724";"2015"
"1301095-46";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1301095-46";"2019-12-05";"Deferido o Requerimento n. 3.023/2019, conforme despacho do seguinte teor: ""Defiro a retirada do Requerimento n. 2.976/2019, nos termos dos arts. 104, caput, e 114, V, do RICD. Publique-se. Arquive-se.""";"1301095";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1301095";"PL 1744/2015";"Dispõe sobre a padronização das embalagens dos produtos fumígenos derivados, ou não, do tabaco comercializados no país.";"139";"PL";"1744";"2015"
"1301758-107";"https://dadosabertos.camara.leg.br/api/v2/votacoes/1301758-107";"2019-09-05";"Aprovado o Parecer.";"1301758";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/1301758";"PL 1794/2015";"Altera a Lei 10.257, de 10 de julho de 2001, para incluir, entre o conteúdo mínimo do plano diretor, normas de verticalização e ocupação para redução de impactos ambientais por meio da instalação de coberturas vegetadas (telhados verdes) e reservatórios de águas pluviais em edifícios.";"139";"PL";"1794";"2015"
