"idVotacao";"uriVotacao";"data";"descricao";"proposicao_id";"proposicao_uri";"proposicao_titulo";"proposicao_ementa";"proposicao_codTipo";"proposicao_siglaTipo";"proposicao_numero";"proposicao_ano"
"2193075-8";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193075-8";"2019-03-19";"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).";"2191181";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2191181";"PL 472/2019";"Altera o art. 392 da Consolidação das Leis do Trabalho - CLT e o art. 71 da Lei nº 8.213, de 24 de julho de 1991, para prorrogar o início da licença-maternidade e o período de recebimento do salário-maternidade quando, após o parto, a mulher ou o seu filho permanecerem em internação hospitalar por mais de três dias";"139";"PL";"472";"2019"
"2193078-28";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193078-28";"2019-06-05";"Aprovado por Unanimidade o Parecer.";"2193078";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193078";"PL 1116/2019";"Altera o art. 24 da Lei nº 8.666, de 21 de junho de 1993, para permitir aos estabelecimentos penais a aquisição de gêneros alimentícios diretamente da agricultura familiar.";"139";"PL";"1116";"2019"
"2193081-33";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193081-33";"2019-10-16";"Aprovado o Parecer.";"2193081";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193081";"PL 1118/2019";"Obriga hipermercados, supermercados e estabelecimentos similares a disporem de local específico para a venda de produtos provenientes da agricultura familiar.";"139";"PL";"1118";"2019"
"2193097-29";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193097-29";"2019-09-04";"Aprovado o Parecer contra o voto do Deputado Vinicius Poit.";"2193097";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193097";"PL 1123/2019";"Acrescenta dispositivos à Lei nº 8.171, de 17 de janeiro de 1991, para conceder estímulos aos proprietários rurais que desenvolvam a agricultura orgânica e outras atividades de preservação ambiental.";"139";"PL";"1123";"2019"
"2193128-26";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193128-26";"2019-08-14";"Aprovado por unanimidade o Parecer";"2193128";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193128";"PL 1132/2019";"Altera o parágrafo 3º do artigo 1º da Lei n. 9.826, de 23 de agosto de 1999, para prorrogar o crédito presumido do Imposto sobre Produtos Industrializados - IPI dos empreendimentos industriais instalados na região Centro-Oeste.";"139";"PL";"1132";"2019"
"2193128-40";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193128-40";"2019-11-06";"Aprovado o Parecer contra o voto do Deputado Alexis Fonteyne.";"2193128";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193128";"PL 1132/2019";"Altera o parágrafo 3º do artigo 1º da Lei n. 9.826, de 23 de agosto de 1999, para prorrogar o crédito presumido do Imposto sobre Produtos Industrializados - IPI dos empreendimentos industriais instalados na região Centro-Oeste.";"139";"PL";"1132";"2019"
"2193148-36";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193148-36";"2019-08-28";"Aprovado por Unanimidade o Parecer.";"2193148";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193148";"PL 1136/2019";"É criado o Dia Nacional de Conscientização das Doenças Cardiovasculares na Mulher, a ser celebrado no dia 14 de maio.";"139";"PL";"1136";"2019"
"2193159-23";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193159-23";"2019-10-10";"Aprovado o Parecer.";"2193159";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193159";"PL 1142/2019";"Dá nova redação ao art. 53 da Lei nº 6.015, de 31 de dezembro de 1973, que ""Dispõe sobre os registros públicos, e dá outras providências"".";"139";"PL";"1142";"2019"
"2193159-38";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193159-38";"2019-12-10";"Aprovada a Redação Final.";"2193159";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193159";"PL 1142/2019";"Dá nova redação ao art. 53 da Lei nº 6.015, de 31 de dezembro de 1973, que ""Dispõe sobre os registros públicos, e dá outras providências"".";"139";"PL";"1142";"2019"
"2193163-22";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193163-22";"2019-08-21";"Aprovado o Parecer contra os votos dos Deputados Christiane de Souza Yared e Hélio Costa.";"2193163";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193163";"PL 1146/2019";"Acrescenta dispositivos à Lei nº 9.537, de 11 de dezembro de 1997, que ""dispõe sobre a segurança do tráfego aquaviário em águas sob jurisdição nacional"", para tornar obrigatório o uso de colete salva-vidas pelos tripulantes e pelos passageiros de embarcação de transporte de passageiro sem cabine habitável ou de moto aquática, empregada em navegação interior, com exceção dos casos previstos e fundamentados pela autoridade marítima.";"139";"PL";"1146";"2019"
"2193178-21";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193178-21";"2019-06-12";"Aprovado o Parecer.";"2193178";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193178";"PL 1155/2019";"Autoriza o Poder Executivo a disponibilizar, em âmbito nacional, número telefônico destinado a informar sobre os direitos da pessoa com deficiência e receber denúncias sobre seu descumprimento.";"139";"PL";"1155";"2019"
"2193181-21";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193181-21";"2019-06-05";"Aprovado por Unanimidade o Parecer.";"2193181";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193181";"PL 1159/2019";"Estabelece, no âmbito do programa Minha Casa, Minha Vida, obrigatoriedade de aquisição de produtos de fabricação nacional e preferência para os produtos regionais.";"139";"PL";"1159";"2019"
"2193204-26";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193204-26";"2019-07-10";"Aprovado requerimento n. 235/2019 do Sr. Dr. Zacharias Calil que requer realização de Audiência Pública para debater sobre o PL 1.171/19 e PL 1.549/19 que tratam sobre educação a distância nas graduações dos cursos da saúde e da engenharia civil e agronômica.";"2193204";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193204";"PL 1171/2019";"Dá nova redação ao artigo 80 da Lei nº 9.394, de 1996 - Lei de Diretrizes e Bases da Educação.";"139";"PL";"1171";"2019"
"2193213-27";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193213-27";"2019-06-18";"Aprovado o Parecer.";"2193213";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193213";"PL 1173/2019";"Institui o seguro de vida para os servidores integrantes do art. 144 da Constituição Federal.";"139";"PL";"1173";"2019"
"2193223-22";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193223-22";"2019-11-06";"Aprovado por Unanimidade o Parecer.";"2193223";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193223";"PL 1177/2019";"RECONHECE O TRADICIONAL CARNAVAL DO MUNICÍPIO DE NOVA RUSSAS COMO MANIFESTAÇÃO DA CULTURA NACIONAL.";"139";"PL";"1177";"2019"
"2193223-34";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193223-34";"2019-12-18";"Aprovado o Parecer.";"2193223";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193223";"PL 1177/2019";"RECONHECE O TRADICIONAL CARNAVAL DO MUNICÍPIO DE NOVA RUSSAS COMO MANIFESTAÇÃO DA CULTURA NACIONAL.";"139";"PL";"1177";"2019"
"2193297-26";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193297-26";"2019-10-08";"Aprovado o Parecer.";"2193297";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193297";"PL 1191/2019";"Altera a Lei nº 13.105, de 16 de março de 2015, que institui o Código de Processo Civil; altera a Lei nº 7.347, de 24 de julho de 1985, que disciplina a ação civil pública; e altera a Lei nº 4.717, de 29 de junho de 1965, que regula a ação popular, para instituir o regime de tramitação prioritária nos processos judiciais pertinentes a desastres (PL Tramitação Prioritária Desastres)";"139";"PL";"1191";"2019"
"2193297-42";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193297-42";"2019-11-21";"Aprovada a Redação Final.";"2193297";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193297";"PL 1191/2019";"Altera a Lei nº 13.105, de 16 de março de 2015, que institui o Código de Processo Civil; altera a Lei nº 7.347, de 24 de julho de 1985, que disciplina a ação civil pública; e altera a Lei nº 4.717, de 29 de junho de 1965, que regula a ação popular, para instituir o regime de tramitação prioritária nos processos judiciais pertinentes a desastres (PL Tramitação Prioritária Desastres)";"139";"PL";"1191";"2019"
"2193334-26";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193334-26";"2019-12-11";"Aprovado o Parecer.";"2193334";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193334";"PL 1205/2019";"Dispõe sobre a zona de amortecimento das unidades de conservação; altera a Lei n° 9.985, de 18 de julho de 2000.";"139";"PL";"1205";"2019"
"2193372-40";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193372-40";"2019-10-23";"Aprovado por Unanimidade o Parecer.";"2193372";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193372";"PL 1234/2019";"Institui o Dia Nacional de Combate ao Feminicídio no Brasil";"139";"PL";"1234";"2019"
"2193372-54";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193372-54";"2019-12-16";"Aprovado o Parecer contra o voto do Deputado Chris Tonietto.";"2193372";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193372";"PL 1234/2019";"Institui o Dia Nacional de Combate ao Feminicídio no Brasil";"139";"PL";"1234";"2019"
"2193399-31";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193399-31";"2019-09-11";"Aprovado o Parecer.";"2193399";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193399";"PL 1263/2019";"Obriga a emissão do documento veicular com informações sobre o recall não realizado.";"139";"PL";"1263";"2019"
"2193438-48";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193438-48";"2019-11-20";"Aprovado por Unanimidade o Parecer.";"2193438";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193438";"PL 1269/2019";"Denomina ""Viaduto Antônio de Pádua Perosa"", o viaduto localizado no KM 71 da BR-153, no perímetro urbano de São José do Rio Preto - SP.";"139";"PL";"1269";"2019"
"2193467-26";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193467-26";"2019-09-18";"Aprovado o Parecer.";"2193467";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193467";"PL 1288/2019";"Modifica o art. 1º, da Lei nº 8.857, de 8 de março de 1994, para ampliar a abrangência da Área de Livre Comércio de Brasiléia, com extensão para o Município de Epitaciolândia - ALCB, no Estado do Acre";"139";"PL";"1288";"2019"
"2193478-25";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193478-25";"2019-08-14";"Aprovado o Parecer com Complementação de Voto.";"2193478";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193478";"PL 1294/2019";"Altera a Lei nº 9.472, de 16 de julho de 1997, sujeitando as prestadoras de serviços de telecomunicações à suspensão da venda de novos acessos em caso de reiterada aplicação de multas.";"139";"PL";"1294";"2019"
"2193479-25";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193479-25";"2019-08-28";"Aprovado o Parecer.";"2193479";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193479";"PDL 52/2019";"Susta atos normativos do Poder Executivo que impedem a utilização de veículos de passeio movidos a óleo diesel.";"557";"PDL";"52";"2019"
"2193497-35";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193497-35";"2019-09-04";"Aprovado o requerimento procedimental de inversão de pauta.";"2193497";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193497";"PL 1305/2019";"Assegura aos servidores integrantes do sistema de segurança pública, previstos no art. 144 da Constituição Federal, aos agentes penitenciários, aos policiais legislativos federais, aos agentes socioeducativos, aos agentes de trânsito e aos guardas municipais, o reconhecimento do exercício de atividades exclusivas de Estado e a percepção de indenização por Atividade de Risco Policial e Bombeiro Militar.";"139";"PL";"1305";"2019"
"2193497-37";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193497-37";"2019-09-04";"Aprovado o Parecer.";"2193497";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193497";"PL 1305/2019";"Assegura aos servidores integrantes do sistema de segurança pública, previstos no art. 144 da Constituição Federal, aos agentes penitenciários, aos policiais legislativos federais, aos agentes socioeducativos, aos agentes de trânsito e aos guardas municipais, o reconhecimento do exercício de atividades exclusivas de Estado e a percepção de indenização por Atividade de Risco Policial e Bombeiro Militar.";"139";"PL";"1305";"2019"
"2193499-26";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193499-26";"2019-09-25";"Aprovado o Parecer.";"2193499";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193499";"PL 1306/2019";"Altera o Decreto-Lei nº 1.001, de 21 de outubro de 1969 - Código Penal Militar, para incluir a possibilidade de aplicação de tratamento ambulatorial ao inimputável ou semi-imputável que praticou fato previsto como crime punível com detenção.";"139";"PL";"1306";"2019"
"2193500-51";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193500-51";"2019-09-18";"Aprovado o Parecer com Complementação de Voto.";"2193500";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193500";"PL 1307/2019";"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal, para estabelecer como circunstância agravante da pena a divulgação de cena do crime.";"139";"PL";"1307";"2019"
"2193502-23";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193502-23";"2019-11-20";"Aprovado o Parecer.";"2193502";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193502";"PDL 53/2019";"Autoriza, nos termos do § 3º do art. 231 da Constituição Federal, o aproveitamento dos recursos hídricos, mediante realização prévia dos Estudos de Viabilidade Técnica, Econômica e Ambiental - EVTEA, dos projetos de engenharia e dos demais Estudos Ambientais, nos trechos das hidrovias que especifica.";"550";"PDL";"53";"2019"
"2193533-23";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193533-23";"2019-12-17";"Aprovado por Unanimidade o Parecer.";"2193533";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193533";"PL 1320/2019";"Acrescenta dispositivos na Lei nº 11.340, de 7 de agosto de 2006, a Lei Maria da Penha, para instituir na União, Estados e Distrito Federal, o Cadastro de Agressores de Mulheres";"139";"PL";"1320";"2019"
"2193540-100";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193540-100";"2019-04-02";"Aprovada a Redação Final assinada pelo Relator, Dep. Paulo Pereira da Silva (SD-SP).";"2193540";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193540";"PL 1321/2019";"Altera a Lei nº 9.096, de 19 de setembro de 1995, que dispõe sobre partidos políticos, regulamenta os arts. 17 e 14, § 3º, inciso V, da Constituição Federal, a fim de dispor sobre a autonomia dos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios.

NOVA EMENTA: Altera a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos), a fim de assegurar autonomia aos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios; e dá outras providências.";"139";"PL";"1321";"2019"
"2193540-116";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193540-116";"2019-04-24";"Aprovado o Requerimento do Dep. Augusto Coutinho (SOLIDARIEDADE-PE), que solicita inversão de pauta, a fim de que o Projeto de Lei nº 1.321/2019 seja apreciado como o item 1 da pauta.";"2193540";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193540";"PL 1321/2019";"Altera a Lei nº 9.096, de 19 de setembro de 1995, que dispõe sobre partidos políticos, regulamenta os arts. 17 e 14, § 3º, inciso V, da Constituição Federal, a fim de dispor sobre a autonomia dos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios.

NOVA EMENTA: Altera a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos), a fim de assegurar autonomia aos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios; e dá outras providências.";"139";"PL";"1321";"2019"
"2193540-118";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193540-118";"2019-04-24";"Rejeitado o Requerimento.";"2193540";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193540";"PL 1321/2019";"Altera a Lei nº 9.096, de 19 de setembro de 1995, que dispõe sobre partidos políticos, regulamenta os arts. 17 e 14, § 3º, inciso V, da Constituição Federal, a fim de dispor sobre a autonomia dos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios.

NOVA EMENTA: Altera a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos), a fim de assegurar autonomia aos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios; e dá outras providências.";"139";"PL";"1321";"2019"
"2193540-126";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193540-126";"2019-04-24";"Aprovada a Emenda do Senado Federal nº 4.";"2193540";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193540";"PL 1321/2019";"Altera a Lei nº 9.096, de 19 de setembro de 1995, que dispõe sobre partidos políticos, regulamenta os arts. 17 e 14, § 3º, inciso V, da Constituição Federal, a fim de dispor sobre a autonomia dos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios.

NOVA EMENTA: Altera a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos), a fim de assegurar autonomia aos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios; e dá outras providências.";"139";"PL";"1321";"2019"
"2193540-130";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193540-130";"2019-04-24";"Rejeitadas as Emendas do Senado Federal nºs 1, 2, 3 e 5.";"2193540";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193540";"PL 1321/2019";"Altera a Lei nº 9.096, de 19 de setembro de 1995, que dispõe sobre partidos políticos, regulamenta os arts. 17 e 14, § 3º, inciso V, da Constituição Federal, a fim de dispor sobre a autonomia dos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios.

NOVA EMENTA: Altera a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos), a fim de assegurar autonomia aos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios; e dá outras providências.";"139";"PL";"1321";"2019"
"2193540-135";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193540-135";"2019-04-24";"Rejeitada a Emenda do Senado Federal nº 1. Sim: 68; não: 281: abstenção: 4; total: 353.";"2193540";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193540";"PL 1321/2019";"Altera a Lei nº 9.096, de 19 de setembro de 1995, que dispõe sobre partidos políticos, regulamenta os arts. 17 e 14, § 3º, inciso V, da Constituição Federal, a fim de dispor sobre a autonomia dos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios.

NOVA EMENTA: Altera a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos), a fim de assegurar autonomia aos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios; e dá outras providências.";"139";"PL";"1321";"2019"
"2193540-137";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193540-137";"2019-04-24";"Rejeitada a Emenda do Senado Federal nº 5.";"2193540";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193540";"PL 1321/2019";"Altera a Lei nº 9.096, de 19 de setembro de 1995, que dispõe sobre partidos políticos, regulamenta os arts. 17 e 14, § 3º, inciso V, da Constituição Federal, a fim de dispor sobre a autonomia dos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios.

NOVA EMENTA: Altera a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos), a fim de assegurar autonomia aos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios; e dá outras providências.";"139";"PL";"1321";"2019"
"2193540-139";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193540-139";"2019-04-24";"Aprovada a Redação Final assinada pelo Relator, Dep. Paulo Pereira da Silva (SOLIDARIEDADE-SP).";"2193540";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193540";"PL 1321/2019";"Altera a Lei nº 9.096, de 19 de setembro de 1995, que dispõe sobre partidos políticos, regulamenta os arts. 17 e 14, § 3º, inciso V, da Constituição Federal, a fim de dispor sobre a autonomia dos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios.

NOVA EMENTA: Altera a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos), a fim de assegurar autonomia aos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios; e dá outras providências.";"139";"PL";"1321";"2019"
"2193540-27";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193540-27";"2019-03-27";"Rejeitado o Requerimento.";"2193540";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193540";"PL 1321/2019";"Altera a Lei nº 9.096, de 19 de setembro de 1995, que dispõe sobre partidos políticos, regulamenta os arts. 17 e 14, § 3º, inciso V, da Constituição Federal, a fim de dispor sobre a autonomia dos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios.

NOVA EMENTA: Altera a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos), a fim de assegurar autonomia aos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios; e dá outras providências.";"139";"PL";"1321";"2019"
"2193540-32";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193540-32";"2019-03-27";"Aprovado o Requerimento.";"2193540";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193540";"PL 1321/2019";"Altera a Lei nº 9.096, de 19 de setembro de 1995, que dispõe sobre partidos políticos, regulamenta os arts. 17 e 14, § 3º, inciso V, da Constituição Federal, a fim de dispor sobre a autonomia dos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios.

NOVA EMENTA: Altera a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos), a fim de assegurar autonomia aos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios; e dá outras providências.";"139";"PL";"1321";"2019"
"2193540-38";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193540-38";"2019-03-27";"Rejeitado o Requerimento.";"2193540";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193540";"PL 1321/2019";"Altera a Lei nº 9.096, de 19 de setembro de 1995, que dispõe sobre partidos políticos, regulamenta os arts. 17 e 14, § 3º, inciso V, da Constituição Federal, a fim de dispor sobre a autonomia dos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios.

NOVA EMENTA: Altera a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos), a fim de assegurar autonomia aos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios; e dá outras providências.";"139";"PL";"1321";"2019"
"2193540-40";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193540-40";"2019-03-27";"Rejeitado o Recurso.";"2193540";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193540";"PL 1321/2019";"Altera a Lei nº 9.096, de 19 de setembro de 1995, que dispõe sobre partidos políticos, regulamenta os arts. 17 e 14, § 3º, inciso V, da Constituição Federal, a fim de dispor sobre a autonomia dos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios.

NOVA EMENTA: Altera a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos), a fim de assegurar autonomia aos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios; e dá outras providências.";"139";"PL";"1321";"2019"
"2193540-45";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193540-45";"2019-03-27";"Rejeitado o Destaque nº 11.";"2193540";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193540";"PL 1321/2019";"Altera a Lei nº 9.096, de 19 de setembro de 1995, que dispõe sobre partidos políticos, regulamenta os arts. 17 e 14, § 3º, inciso V, da Constituição Federal, a fim de dispor sobre a autonomia dos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios.

NOVA EMENTA: Altera a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos), a fim de assegurar autonomia aos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios; e dá outras providências.";"139";"PL";"1321";"2019"
"2193540-48";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193540-48";"2019-03-27";"Aprovada a Subemenda Substitutiva Global Reformulada de Plenário ao PL 1.321/19, adotada pelo Relator da Comissão de Constituição e Justiça e de Cidadania, ressalvados os Destaques.";"2193540";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193540";"PL 1321/2019";"Altera a Lei nº 9.096, de 19 de setembro de 1995, que dispõe sobre partidos políticos, regulamenta os arts. 17 e 14, § 3º, inciso V, da Constituição Federal, a fim de dispor sobre a autonomia dos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios.

NOVA EMENTA: Altera a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos), a fim de assegurar autonomia aos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios; e dá outras providências.";"139";"PL";"1321";"2019"
"2193540-59";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193540-59";"2019-04-02";"Rejeitado o Requerimento.";"2193540";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193540";"PL 1321/2019";"Altera a Lei nº 9.096, de 19 de setembro de 1995, que dispõe sobre partidos políticos, regulamenta os arts. 17 e 14, § 3º, inciso V, da Constituição Federal, a fim de dispor sobre a autonomia dos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios.

NOVA EMENTA: Altera a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos), a fim de assegurar autonomia aos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios; e dá outras providências.";"139";"PL";"1321";"2019"
"2193540-62";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2193540-62";"2019-04-02";"Mantido o texto.";"2193540";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193540";"PL 1321/2019";"Altera a Lei nº 9.096, de 19 de setembro de 1995, que dispõe sobre partidos políticos, regulamenta os arts. 17 e 14, § 3º, inciso V, da Constituição Federal, a fim de dispor sobre a autonomia dos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios.

NOVA EMENTA: Altera a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos), a fim de assegurar autonomia aos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios; e dá outras providências.";"139";"PL";"1321";"2019"
